#id:	test
#START	STOP	FRAME	CONTIG	SCORE
182	3	-	test	-0.1496680588159223547408804014	
382	281	-	test	-37.31479960227289217764433544	
586	419	-	test	-686.1029708992918528402801476	
915	601	-	test	-28627.48101935618608263644701	
1133	939	-	test	-137.8639755547079707111248949	
1468	1139	-	test	-6350.924149481090115097967093	
1979	1470	-	test	-258089.7389772829401201864316	
2293	1982	-	test	-4646.816929484896281280920117	
2580	2359	-	test	-63.84166544846520331715660602	
2974	2582	-	test	-199858.2146646015055042347834	
3239	2994	-	test	-280.9066389269003112077242145	
4787	3318	-	test	-65311785366307625.00040738357	
5713	4805	-	test	-121311380297.1080577259385083	
6018	5710	-	test	-3449.980082604233085594119132	
6400	6110	-	test	-337.6814021383860504830340559	
6601	6401	-	test	-186.2285460821238058639767782	
6794	6636	-	test	-285.4312129399068109953873248	
7563	6883	-	test	-21638703.92193511843812549728	
7881	7564	-	test	-273526.3616315776651636702412	
8147	7884	-	test	-1013.647920445058928120281890	
8341	8162	-	test	-308.1220758574597680825290290	
8681	8418	-	test	-2397.189888077581089595185578	
8787	8671	-	test	-66.84088085280378835948340611	
9085	8798	-	test	-10652.56066235320128779339520	
9397	9137	-	test	-333.7150319857414097537817015	
9800	9399	-	test	-26787.95763277239480893302236	
9898	9800	-	test	-1.512240543208351716583186281	
10206	10027	-	test	-219.5544191244851235774254030	
10822	10220	-	test	-3036162.529116701121899349566	
11172	10822	-	test	-73543.72402107345561666438727	
11492	11187	-	test	-1197.099351406824581122471724	
11834	11562	-	test	-574.2243448197032556076640751	
12187	11840	-	test	-29590.23914137041651874678280	
12568	12200	-	test	-245276.4180015679065544546409	
12763	12581	-	test	-9.785980890371450737840556350	
13107	12811	-	test	-37354.43755242971266835046820	
13276	13100	-	test	-15.52205480730570365067690891	
13536	13288	-	test	-287.4840365598266592333183879	
14084	13551	-	test	-7234.952680086148178379945232	
14250	14074	-	test	-55.03902627316487088961452481	
14465	14286	-	test	-5.982308053720407991327451340	
14616	14452	-	test	-88.53178540608497253009323609	
14863	14621	-	test	-568.0791444037988547085160332	
15408	15010	-	test	-125.9025506233641914868473004	
16174	15470	-	test	-3130806.281158836007075860421	
16634	16191	-	test	-27148.21765151366239695260758	
17157	16699	-	test	-43249.76171684757874073351016	
17906	17175	-	test	-7191085805.819664548194579599	
19141	18278	-	test	-529905426.7877644278729979784	
19587	19141	-	test	-7282.523112409036169993161917	
20332	19565	-	test	-2601529.687117804032252326587	
20861	20325	-	test	-203560.9044021897160264483312	
21236	20925	-	test	-9934.836929647388455377521204	
21591	21223	-	test	-4246.351051496699774736939040	
22855	21605	-	test	-4012570129080564.859933971467	
23603	22848	-	test	-36162801.31215763012883042789	
23867	23607	-	test	-218.7013346946017819296507105	
24190	23963	-	test	-3907.909660912850208246414997	
24726	24205	-	test	-20430.33392563934314326029105	
25372	24740	-	test	-2583421.643493207232954274454	
25494	25396	-	test	-0.1807053360677703626511048099	
26162	25500	-	test	-32965582.50899986954832686720	
26502	26149	-	test	-4991.089323585783245348337559	
27762	26506	-	test	-468417371509333.3166057626276	
