#id:	APTC-SA-4
#START	STOP	FRAME	CONTIG	SCORE
2	427	+	APTC-SA-4	-8230.506613824206190384618935	
477	659	+	APTC-SA-4	-580.6146047775176856029106734	
659	910	+	APTC-SA-4	-12.00378310396289458829398684	
#id:	contig_2
#START	STOP	FRAME	CONTIG	SCORE
103	282	+	contig_2	-128.2512697928730190693713914	
366	467	+	contig_2	-1.072645151670587011838441019	
632	537	-	contig_2	-0.06139751972834316553194839030	
852	616	-	contig_2	-54.37218650459574919741605215	
1339	854	-	contig_2	-3121179.607115847951294674316	
1759	1352	-	contig_2	-18015.74756674523387546563047	
2190	1759	-	contig_2	-23847.75162737082695896853922	
2384	2193	-	contig_2	-15.96896606820576299399870461	
2866	2381	-	contig_2	-554230.5140563788429821699809	
3290	2859	-	contig_2	-5257.896477425498287280822838	
3846	3304	-	contig_2	-46496.66712699966354312443633	
4346	3858	-	contig_2	-118628.8060044316537200976751	
4757	4359	-	contig_2	-328.4505596643956768744783417	
5461	4754	-	contig_2	-307073304.3139227446142065209	
6115	5561	-	contig_2	-30569561.48693394903744110501	
6448	6131	-	contig_2	-128.3940673054004478123109658	
6517	6630	+	contig_2	-0.1170862719333640420223792010	
6639	6815	+	contig_2	-0.1680303072150049521343032678	
6940	6812	-	contig_2	-0.1758904387783021338014106119	
7218	7018	-	contig_2	-5.736588067720705221173189091	
7319	7218	-	contig_2	-1.680895360862138324468948273	
7982	7434	-	contig_2	-41784939.89030889003801720834	
8204	7986	-	contig_2	-284.3968729819645348724158154	
8399	8205	-	contig_2	-156.9642807143856706400431170	
9126	8389	-	contig_2	-184636333.4139066650606641005	
9293	9189	-	contig_2	-49.86392076931843065631766903	
9544	9305	-	contig_2	-519.9515236399558817080086035	
9935	9546	-	contig_2	-426317.8626252128048022793928	
10207	10034	-	contig_2	-1098.366738311586892847330605	
10730	10248	-	contig_2	-57188.90818789742148455986969	
11322	10780	-	contig_2	-789841809.2472709811505354833	
11855	11322	-	contig_2	-760971.3408657080392365590188	
12022	11858	-	contig_2	-179.6953879704213460348652530	
12300	12025	-	contig_2	-160.8891539170466791142919698	
13145	12300	-	contig_2	-6221047153.147626700974893707	
14275	13157	-	contig_2	-40904489844564.82947677024068	
14291	14398	+	contig_2	-0.1720439438557585962642196389	
14755	14429	-	contig_2	-224.8042162107646237963553086	
15164	14748	-	contig_2	-17573092.51646060172556960488	
15600	15298	-	contig_2	-15277.47722161188270753284045	
15788	15600	-	contig_2	-158.6571736312897258200910307	
15993	15832	-	contig_2	-234.7356275903088562596497568	
18041	15993	-	contig_2	-6506619963509745679755651716	
18382	18119	-	contig_2	-47685.21688127956216532196498	
18572	18399	-	contig_2	-1.777295067637348758650604069	
19157	18579	-	contig_2	-55407.73799324443460155287674	
19776	19150	-	contig_2	-188545990.1580555057859803949	
20665	19769	-	contig_2	-489654170902.8072721255134620	
20889	20665	-	contig_2	-1158.765616607121006937441953	
21698	20958	-	contig_2	-43419268.22251241954334633938	
22364	21750	-	contig_2	-3032482657.747145352817109467	
22805	22380	-	contig_2	-52848.31093866835669012310161	
22986	22795	-	contig_2	-460.8371762980297034669381119	
23650	23009	-	contig_2	-58083122.79369426018023834031	
23870	23640	-	contig_2	-1792.414837145674033221501697	
24100	23873	-	contig_2	-6742.371346013779405933651911	
24902	24210	-	contig_2	-1984460.157416626719311925230	
25724	25089	-	contig_2	-239506.4936929274425124144318	
